,US_County_FIPS,_class,n_species,n_red
7913,21021,AMPHIBIA,28,0
7914,21021,AVES,110,3
7915,21021,INSECTA,2,1
7916,21021,LILIOPSIDA,7,0
7917,21021,MAGNOLIOPSIDA,32,3
7918,21021,MAMMALIA,50,5
7919,21021,POLYPODIOPSIDA,1,0
7920,21021,REPTILIA,18,0
7921,21023,AMPHIBIA,30,0
7922,21023,AVES,110,2
7923,21023,INSECTA,2,1
7924,21023,LILIOPSIDA,6,0
7925,21023,MAGNOLIOPSIDA,30,2
7926,21023,MAMMALIA,52,4
7927,21023,POLYPODIOPSIDA,1,0
7928,21023,REPTILIA,14,0
7929,21025,AMPHIBIA,31,0
7930,21025,AVES,107,2
7931,21025,INSECTA,2,1
7932,21025,LILIOPSIDA,6,0
7933,21025,MAGNOLIOPSIDA,36,3
7934,21025,MAMMALIA,57,5
7935,21025,POLYPODIOPSIDA,1,0
7936,21025,REPTILIA,19,0
7937,21027,AMPHIBIA,32,0
7938,21027,AVES,112,3
7939,21027,INSECTA,2,1
7940,21027,LILIOPSIDA,6,0
7941,21027,MAGNOLIOPSIDA,32,2
7942,21027,MAMMALIA,49,4
7943,21027,POLYPODIOPSIDA,1,0
7944,21027,REPTILIA,24,0
7945,21029,AMPHIBIA,30,0
7946,21029,AVES,112,3
7947,21029,INSECTA,2,1
7948,21029,LILIOPSIDA,6,0
7949,21029,MAGNOLIOPSIDA,36,3
7950,21029,MAMMALIA,49,4
7951,21029,POLYPODIOPSIDA,1,0
7952,21029,REPTILIA,24,0
7953,21031,AMPHIBIA,34,0
7954,21031,AVES,110,3
7955,21031,INSECTA,2,1
7956,21031,LILIOPSIDA,8,0
7957,21031,MAGNOLIOPSIDA,33,2
7958,21031,MAMMALIA,49,4
7959,21031,POLYPODIOPSIDA,1,0
7960,21031,REPTILIA,28,0
7961,21033,AMPHIBIA,34,0
7962,21033,AVES,114,2
7963,21033,INSECTA,2,1
7964,21033,LILIOPSIDA,7,0
7965,21033,MAGNOLIOPSIDA,34,2
7966,21033,MAMMALIA,52,4
7967,21033,POLYPODIOPSIDA,1,0
7968,21033,REPTILIA,24,0
7969,21035,AMPHIBIA,33,0
7970,21035,AVES,116,2
7971,21035,INSECTA,2,1
7972,21035,LILIOPSIDA,5,0
7973,21035,MAGNOLIOPSIDA,34,3
7974,21035,MAMMALIA,51,4
7975,21035,POLYPODIOPSIDA,1,0
7976,21035,REPTILIA,30,0
7977,21037,AMPHIBIA,29,0
7978,21037,AVES,111,2
7979,21037,INSECTA,2,1
7980,21037,LILIOPSIDA,6,0
7981,21037,MAGNOLIOPSIDA,31,2
7982,21037,MAMMALIA,52,4
7983,21037,POLYPODIOPSIDA,1,0
7984,21037,REPTILIA,14,0
7985,21039,AMPHIBIA,29,0
7986,21039,AVES,120,2
7987,21039,INSECTA,1,0
7988,21039,LILIOPSIDA,5,0
7989,21039,MAGNOLIOPSIDA,35,2
7990,21039,MAMMALIA,51,4
7991,21039,POLYPODIOPSIDA,1,0
7992,21039,REPTILIA,26,0
7993,21041,AMPHIBIA,32,0
7994,21041,AVES,112,2
7995,21041,INSECTA,2,1
7996,21041,LILIOPSIDA,7,0
7997,21041,MAGNOLIOPSIDA,33,3
7998,21041,MAMMALIA,50,4
7999,21041,POLYPODIOPSIDA,1,0
8000,21041,REPTILIA,13,0
8001,21043,AMPHIBIA,31,0
8002,21043,AVES,109,2
8003,21043,INSECTA,2,1
8004,21043,LILIOPSIDA,5,0
8005,21043,MAGNOLIOPSIDA,33,3
8006,21043,MAMMALIA,53,5
8007,21043,POLYPODIOPSIDA,1,0
8008,21043,REPTILIA,18,0
8009,21045,AMPHIBIA,29,0
8010,21045,AVES,112,3
8011,21045,INSECTA,2,1
8012,21045,LILIOPSIDA,9,0
8013,21045,MAGNOLIOPSIDA,34,3
8014,21045,MAMMALIA,50,5
8015,21045,POLYPODIOPSIDA,1,0
8016,21045,REPTILIA,20,0
8017,21047,AMPHIBIA,34,0
8018,21047,AVES,114,2
8019,21047,INSECTA,2,1
8020,21047,LILIOPSIDA,8,0
8021,21047,MAGNOLIOPSIDA,36,3
8022,21047,MAMMALIA,50,4
8023,21047,POLYPODIOPSIDA,1,0
8024,21047,REPTILIA,26,0
8025,21049,AMPHIBIA,28,0
8026,21049,AVES,108,2
8027,21049,INSECTA,2,1
8028,21049,LILIOPSIDA,8,0
8029,21049,MAGNOLIOPSIDA,32,3
8030,21049,MAMMALIA,52,5
8031,21049,POLYPODIOPSIDA,1,0
8032,21049,REPTILIA,19,0
8033,21051,AMPHIBIA,32,0
8034,21051,AVES,105,2
8035,21051,INSECTA,2,1
8036,21051,LILIOPSIDA,7,0
8037,21051,MAGNOLIOPSIDA,35,3
8038,21051,MAMMALIA,59,5
8039,21051,POLYPODIOPSIDA,1,0
8040,21051,REPTILIA,19,0
8041,21053,AMPHIBIA,30,0
8042,21053,AVES,109,3
8043,21053,INSECTA,2,1
8044,21053,LILIOPSIDA,9,0
8045,21053,MAGNOLIOPSIDA,36,3
8046,21053,MAMMALIA,51,5
8047,21053,POLYPODIOPSIDA,1,0
8048,21053,REPTILIA,20,0
8049,21055,AMPHIBIA,33,0
8050,21055,AVES,117,2
8051,21055,INSECTA,2,1
8052,21055,LECANOROMYCETES,1,0
8053,21055,LILIOPSIDA,5,0
8054,21055,MAGNOLIOPSIDA,35,3
8055,21055,MAMMALIA,54,4
8056,21055,POLYPODIOPSIDA,1,0
8057,21055,REPTILIA,25,0
8058,21057,AMPHIBIA,29,0
8059,21057,AVES,110,3
8060,21057,INSECTA,2,1
8061,21057,LILIOPSIDA,7,0
8062,21057,MAGNOLIOPSIDA,35,3
8063,21057,MAMMALIA,51,5
8064,21057,POLYPODIOPSIDA,1,0
8065,21057,REPTILIA,20,0
8066,21059,AMPHIBIA,31,0
8067,21059,AVES,114,3
8068,21059,INSECTA,2,1
8069,21059,LILIOPSIDA,6,0
8070,21059,MAGNOLIOPSIDA,33,3
8071,21059,MAMMALIA,51,4
8072,21059,POLYPODIOPSIDA,1,0
8073,21059,REPTILIA,20,0
8074,21061,AMPHIBIA,29,0
8075,21061,AVES,109,3
8076,21061,INSECTA,2,1
8077,21061,LILIOPSIDA,8,0
8078,21061,MAGNOLIOPSIDA,38,3
8079,21061,MAMMALIA,47,4
8080,21061,POLYPODIOPSIDA,1,0
8081,21061,REPTILIA,26,0
8082,21063,AMPHIBIA,31,0
8083,21063,AVES,106,2
8084,21063,INSECTA,2,1
8085,21063,LILIOPSIDA,6,0
8086,21063,MAGNOLIOPSIDA,34,3
8087,21063,MAMMALIA,52,5
8088,21063,POLYPODIOPSIDA,1,0
8089,21063,REPTILIA,19,0
8090,21065,AMPHIBIA,32,0
8091,21065,AVES,107,2
8092,21065,INSECTA,2,1
8093,21065,LILIOPSIDA,8,0
8094,21065,MAGNOLIOPSIDA,36,3
8095,21065,MAMMALIA,54,5
8096,21065,POLYPODIOPSIDA,1,0
8097,21065,REPTILIA,21,0
8098,21067,AMPHIBIA,27,0
8099,21067,AVES,110,2
8100,21067,INSECTA,2,1
8101,21067,LILIOPSIDA,8,0
8102,21067,MAGNOLIOPSIDA,33,3
8103,21067,MAMMALIA,51,5
8104,21067,POLYPODIOPSIDA,1,0
8105,21067,REPTILIA,14,0
8106,21069,AMPHIBIA,29,0
8107,21069,AVES,110,2
8108,21069,INSECTA,2,1
8109,21069,LILIOPSIDA,7,0
8110,21069,MAGNOLIOPSIDA,31,3
8111,21069,MAMMALIA,53,5
8112,21069,POLYPODIOPSIDA,1,0
8113,21069,REPTILIA,17,0
8114,21071,AMPHIBIA,28,0
8115,21071,AVES,105,2
8116,21071,INSECTA,2,1
8117,21071,LILIOPSIDA,6,0
8118,21071,MAGNOLIOPSIDA,33,3
8119,21071,MAMMALIA,58,5
8120,21071,POLYPODIOPSIDA,1,0
8121,21071,REPTILIA,17,0
8122,21073,AMPHIBIA,28,0
8123,21073,AVES,112,2
8124,21073,INSECTA,2,1
8125,21073,LILIOPSIDA,6,0
8126,21073,MAGNOLIOPSIDA,32,2
8127,21073,MAMMALIA,49,4
8128,21073,POLYPODIOPSIDA,1,0
8129,21073,REPTILIA,13,0
8130,21075,AMPHIBIA,29,0
8131,21075,AVES,120,2
8132,21075,INSECTA,1,0
8133,21075,LILIOPSIDA,5,0
8134,21075,MAGNOLIOPSIDA,36,3
8135,21075,MAMMALIA,52,4
8136,21075,POLYPODIOPSIDA,1,0
8137,21075,REPTILIA,29,0
8138,21077,AMPHIBIA,28,0
8139,21077,AVES,112,2
8140,21077,INSECTA,2,1
8141,21077,LILIOPSIDA,7,0
8142,21077,MAGNOLIOPSIDA,31,2
8143,21077,MAMMALIA,50,4
8144,21077,POLYPODIOPSIDA,1,0
8145,21077,REPTILIA,13,0
8146,21079,AMPHIBIA,30,0
8147,21079,AVES,108,2
8148,21079,INSECTA,2,1
8149,21079,LILIOPSIDA,9,0
8150,21079,MAGNOLIOPSIDA,32,3
8151,21079,MAMMALIA,54,5
8152,21079,POLYPODIOPSIDA,1,0
8153,21079,REPTILIA,19,0
8154,21081,AMPHIBIA,26,0
8155,21081,AVES,111,2
8156,21081,INSECTA,2,1
8157,21081,LILIOPSIDA,7,0
8158,21081,MAGNOLIOPSIDA,31,2
8159,21081,MAMMALIA,51,4
8160,21081,POLYPODIOPSIDA,1,0
8161,21081,REPTILIA,13,0
8162,21083,AMPHIBIA,31,0
8163,21083,AVES,119,2
8164,21083,INSECTA,2,1
8165,21083,LILIOPSIDA,5,0
8166,21083,MAGNOLIOPSIDA,36,3
8167,21083,MAMMALIA,52,4
8168,21083,POLYPODIOPSIDA,1,0
8169,21083,REPTILIA,27,0
8170,21085,AMPHIBIA,31,0
8171,21085,AVES,111,3
8172,21085,INSECTA,2,1
8173,21085,LILIOPSIDA,7,0
8174,21085,MAGNOLIOPSIDA,33,3
8175,21085,MAMMALIA,49,4
8176,21085,POLYPODIOPSIDA,1,0
8177,21085,REPTILIA,30,0
8178,21087,AMPHIBIA,28,0
8179,21087,AVES,111,3
8180,21087,INSECTA,2,1
8181,21087,LILIOPSIDA,6,0
8182,21087,MAGNOLIOPSIDA,34,3
8183,21087,MAMMALIA,49,5
8184,21087,POLYPODIOPSIDA,1,0
8185,21087,REPTILIA,23,0
8186,21089,AMPHIBIA,32,0
8187,21089,AVES,109,2
8188,21089,INSECTA,2,1
8189,21089,LILIOPSIDA,6,0
8190,21089,MAGNOLIOPSIDA,34,3
8191,21089,MAMMALIA,54,5
8192,21089,POLYPODIOPSIDA,1,0
8193,21089,REPTILIA,17,0
8194,21091,AMPHIBIA,33,0
8195,21091,AVES,112,3
8196,21091,INSECTA,2,1
8197,21091,LILIOPSIDA,6,0
8198,21091,MAGNOLIOPSIDA,33,3
8199,21091,MAMMALIA,49,4
8200,21091,POLYPODIOPSIDA,1,0
8201,21091,REPTILIA,21,0
8202,21093,AMPHIBIA,32,0
8203,21093,AVES,112,3
8204,21093,INSECTA,2,1
8205,21093,LILIOPSIDA,6,0
8206,21093,MAGNOLIOPSIDA,36,3
8207,21093,MAMMALIA,49,4
8208,21093,POLYPODIOPSIDA,1,0
8209,21093,REPTILIA,26,0
8210,21095,AMPHIBIA,31,0
8211,21095,AVES,102,2
8212,21095,INSECTA,2,1
8213,21095,LILIOPSIDA,6,0
8214,21095,MAGNOLIOPSIDA,39,3
8215,21095,MAMMALIA,59,5
8216,21095,POLYPODIOPSIDA,1,0
8217,21095,REPTILIA,19,0
8218,21097,AMPHIBIA,24,0
8219,21097,AVES,112,2
8220,21097,INSECTA,2,1
8221,21097,LILIOPSIDA,7,0
8222,21097,MAGNOLIOPSIDA,30,2
8223,21097,MAMMALIA,50,4
8224,21097,POLYPODIOPSIDA,1,0
8225,21097,REPTILIA,13,0
8226,21099,AMPHIBIA,31,0
8227,21099,AVES,110,3
8228,21099,INSECTA,2,1
8229,21099,LILIOPSIDA,6,0
8230,21099,MAGNOLIOPSIDA,37,3
8231,21099,MAMMALIA,47,4
8232,21099,POLYPODIOPSIDA,1,0
8233,21099,REPTILIA,28,0
8234,21101,AMPHIBIA,32,0
8235,21101,AVES,116,3
8236,21101,INSECTA,2,1
8237,21101,LILIOPSIDA,5,0
8238,21101,MAGNOLIOPSIDA,33,2
8239,21101,MAMMALIA,50,4
8240,21101,POLYPODIOPSIDA,1,0
8241,21101,REPTILIA,21,0
8242,21103,AMPHIBIA,30,0
8243,21103,AVES,112,2
8244,21103,INSECTA,2,1
8245,21103,LILIOPSIDA,6,0
8246,21103,MAGNOLIOPSIDA,31,2
8247,21103,MAMMALIA,49,4
8248,21103,POLYPODIOPSIDA,1,0
8249,21103,REPTILIA,14,0
8250,21105,AMPHIBIA,30,0
8251,21105,AVES,118,2
8252,21105,INSECTA,1,0
8253,21105,LILIOPSIDA,5,0
8254,21105,MAGNOLIOPSIDA,36,3
8255,21105,MAMMALIA,51,4
8256,21105,POLYPODIOPSIDA,1,0
8257,21105,REPTILIA,28,0
8258,21107,AMPHIBIA,32,0
8259,21107,AVES,113,2
8260,21107,INSECTA,2,1
8261,21107,LILIOPSIDA,8,0
8262,21107,MAGNOLIOPSIDA,33,2
8263,21107,MAMMALIA,50,4
8264,21107,POLYPODIOPSIDA,1,0
8265,21107,REPTILIA,24,0
8266,21109,AMPHIBIA,31,0
8267,21109,AVES,106,2
8268,21109,INSECTA,2,1
8269,21109,LILIOPSIDA,10,0
8270,21109,MAGNOLIOPSIDA,34,3
8271,21109,MAMMALIA,55,5
8272,21109,POLYPODIOPSIDA,1,0
8273,21109,REPTILIA,19,0
8274,21111,AMPHIBIA,35,0
8275,21111,AVES,113,3
8276,21111,INSECTA,2,1
8277,21111,LILIOPSIDA,6,0
8278,21111,MAGNOLIOPSIDA,37,4
8279,21111,MAMMALIA,48,4
8280,21111,POLYPODIOPSIDA,1,0
8281,21111,REPTILIA,24,0
8282,21113,AMPHIBIA,29,0
8283,21113,AVES,109,2
8284,21113,INSECTA,2,1
8285,21113,LILIOPSIDA,8,0
8286,21113,MAGNOLIOPSIDA,30,2
8287,21113,MAMMALIA,50,5
8288,21113,POLYPODIOPSIDA,1,0
8289,21113,REPTILIA,17,0
8290,21115,AMPHIBIA,27,0
8291,21115,AVES,105,2
8292,21115,INSECTA,2,1
8293,21115,LILIOPSIDA,6,0
8294,21115,MAGNOLIOPSIDA,32,3
8295,21115,MAMMALIA,56,5
8296,21115,POLYPODIOPSIDA,1,0
8297,21115,REPTILIA,16,0
8298,21117,AMPHIBIA,29,0
8299,21117,AVES,112,2
8300,21117,INSECTA,2,1
8301,21117,LILIOPSIDA,7,0
8302,21117,MAGNOLIOPSIDA,32,3
8303,21117,MAMMALIA,52,4
8304,21117,POLYPODIOPSIDA,1,0
8305,21117,REPTILIA,13,0
8306,21119,AMPHIBIA,29,0
8307,21119,AVES,105,2
8308,21119,INSECTA,2,1
8309,21119,LILIOPSIDA,6,0
8310,21119,MAGNOLIOPSIDA,33,3
8311,21119,MAMMALIA,58,5
8312,21119,POLYPODIOPSIDA,1,0
8313,21119,REPTILIA,17,0
8314,21121,AMPHIBIA,32,0
8315,21121,AVES,104,2
8316,21121,INSECTA,2,1
8317,21121,LILIOPSIDA,7,0
8318,21121,MAGNOLIOPSIDA,37,3
8319,21121,MAMMALIA,59,5
8320,21121,POLYPODIOPSIDA,1,0
8321,21121,REPTILIA,20,0
8322,21123,AMPHIBIA,29,0
8323,21123,AVES,111,3
8324,21123,INSECTA,2,1
8325,21123,LILIOPSIDA,7,0
8326,21123,MAGNOLIOPSIDA,34,3
8327,21123,MAMMALIA,49,4
8328,21123,POLYPODIOPSIDA,1,0
8329,21123,REPTILIA,24,0
8330,21125,AMPHIBIA,32,0
8331,21125,AVES,105,2
8332,21125,INSECTA,2,1
8333,21125,LILIOPSIDA,9,0
8334,21125,MAGNOLIOPSIDA,36,3
8335,21125,MAMMALIA,56,5
8336,21125,POLYPODIOPSIDA,1,0
8337,21125,REPTILIA,21,0
8338,21127,AMPHIBIA,32,0
8339,21127,AVES,107,2
8340,21127,INSECTA,2,1
8341,21127,LILIOPSIDA,6,0
8342,21127,MAGNOLIOPSIDA,35,3
8343,21127,MAMMALIA,55,5
8344,21127,POLYPODIOPSIDA,1,0
8345,21127,REPTILIA,17,0
8346,21129,AMPHIBIA,31,0
8347,21129,AVES,106,2
8348,21129,INSECTA,2,1
8349,21129,LILIOPSIDA,7,0
8350,21129,MAGNOLIOPSIDA,34,3
8351,21129,MAMMALIA,55,5
8352,21129,POLYPODIOPSIDA,1,0
8353,21129,REPTILIA,19,0
8354,21131,AMPHIBIA,31,0
8355,21131,AVES,105,2
8356,21131,INSECTA,2,1
8357,21131,LILIOPSIDA,6,0
8358,21131,MAGNOLIOPSIDA,34,3
8359,21131,MAMMALIA,60,5
8360,21131,POLYPODIOPSIDA,1,0
8361,21131,REPTILIA,18,0
8362,21133,AMPHIBIA,32,0
8363,21133,AVES,104,2
8364,21133,INSECTA,2,1
8365,21133,LILIOPSIDA,6,0
8366,21133,MAGNOLIOPSIDA,38,3
8367,21133,MAMMALIA,58,5
8368,21133,POLYPODIOPSIDA,1,0
8369,21133,REPTILIA,17,0
8370,21135,AMPHIBIA,36,0
8371,21135,AVES,109,2
8372,21135,INSECTA,2,1
8373,21135,LILIOPSIDA,7,0
8374,21135,MAGNOLIOPSIDA,34,3
8375,21135,MAMMALIA,54,5
8376,21135,POLYPODIOPSIDA,1,0
8377,21135,REPTILIA,17,0
8378,21137,AMPHIBIA,29,0
8379,21137,AVES,108,2
8380,21137,INSECTA,2,1
8381,21137,LILIOPSIDA,10,0
8382,21137,MAGNOLIOPSIDA,34,3
8383,21137,MAMMALIA,53,5
8384,21137,POLYPODIOPSIDA,1,0
8385,21137,REPTILIA,18,0
8386,21139,AMPHIBIA,35,0
8387,21139,AVES,120,2
8388,21139,INSECTA,2,1
8389,21139,LECANOROMYCETES,1,0
8390,21139,LILIOPSIDA,5,0
8391,21139,MAGNOLIOPSIDA,35,3
8392,21139,MAMMALIA,53,4
8393,21139,POLYPODIOPSIDA,1,0
8394,21139,REPTILIA,24,0
8395,21141,AMPHIBIA,33,0
8396,21141,AVES,109,3
8397,21141,INSECTA,2,1
8398,21141,LILIOPSIDA,8,0
8399,21141,MAGNOLIOPSIDA,36,3
8400,21141,MAMMALIA,48,4
8401,21141,POLYPODIOPSIDA,1,0
8402,21141,REPTILIA,24,0
8403,21143,AMPHIBIA,34,0
8404,21143,AVES,113,2
8405,21143,INSECTA,2,1
8406,21143,LILIOPSIDA,6,0
8407,21143,MAGNOLIOPSIDA,33,3
8408,21143,MAMMALIA,51,4
8409,21143,POLYPODIOPSIDA,1,0
8410,21143,REPTILIA,27,0
8411,21145,AMPHIBIA,35,0
8412,21145,AVES,120,2
8413,21145,INSECTA,1,0
8414,21145,LECANOROMYCETES,1,0
8415,21145,LILIOPSIDA,5,0
8416,21145,MAGNOLIOPSIDA,38,3
8417,21145,MAMMALIA,53,4
8418,21145,POLYPODIOPSIDA,1,0
8419,21145,REPTILIA,25,0
8420,21147,AMPHIBIA,33,0
8421,21147,AVES,107,3
8422,21147,INSECTA,2,1
8423,21147,LILIOPSIDA,9,0
8424,21147,MAGNOLIOPSIDA,38,3
8425,21147,MAMMALIA,55,5
8426,21147,POLYPODIOPSIDA,1,0
8427,21147,REPTILIA,22,0
8428,21149,AMPHIBIA,29,0
8429,21149,AVES,113,3
8430,21149,INSECTA,2,1
8431,21149,LILIOPSIDA,7,0
8432,21149,MAGNOLIOPSIDA,31,2
8433,21149,MAMMALIA,51,4
8434,21149,POLYPODIOPSIDA,1,0
8435,21149,REPTILIA,23,0
8436,21151,AMPHIBIA,31,0
8437,21151,AVES,109,2
8438,21151,INSECTA,2,1
8439,21151,LILIOPSIDA,9,0
8440,21151,MAGNOLIOPSIDA,34,3
8441,21151,MAMMALIA,54,5
8442,21151,POLYPODIOPSIDA,1,0
8443,21151,REPTILIA,20,0
8444,21153,AMPHIBIA,29,0
8445,21153,AVES,106,2
8446,21153,INSECTA,2,1
8447,21153,LILIOPSIDA,6,0
8448,21153,MAGNOLIOPSIDA,33,3
8449,21153,MAMMALIA,56,5
8450,21153,POLYPODIOPSIDA,1,0
8451,21153,REPTILIA,19,0
8452,21155,AMPHIBIA,28,0
8453,21155,AVES,112,3
8454,21155,INSECTA,2,1
8455,21155,LILIOPSIDA,7,0
8456,21155,MAGNOLIOPSIDA,32,3
8457,21155,MAMMALIA,50,5
8458,21155,POLYPODIOPSIDA,1,0
8459,21155,REPTILIA,21,0
8460,21157,AMPHIBIA,35,0
8461,21157,AVES,117,2
8462,21157,INSECTA,2,1
8463,21157,LILIOPSIDA,5,0
8464,21157,MAGNOLIOPSIDA,33,3
8465,21157,MAMMALIA,52,4
8466,21157,POLYPODIOPSIDA,1,0
8467,21157,REPTILIA,28,0
8468,21159,AMPHIBIA,30,0
8469,21159,AVES,105,2
8470,21159,INSECTA,2,1
8471,21159,LILIOPSIDA,6,0
8472,21159,MAGNOLIOPSIDA,34,3
8473,21159,MAMMALIA,56,5
8474,21159,POLYPODIOPSIDA,1,0
8475,21159,REPTILIA,16,0
8476,21161,AMPHIBIA,33,0
8477,21161,AVES,110,2
8478,21161,INSECTA,2,1
8479,21161,LILIOPSIDA,7,0
8480,21161,MAGNOLIOPSIDA,32,3
8481,21161,MAMMALIA,52,4
8482,21161,POLYPODIOPSIDA,1,0
8483,21161,REPTILIA,16,0
8484,21163,AMPHIBIA,34,0
8485,21163,AVES,112,3
8486,21163,INSECTA,2,1
8487,21163,LILIOPSIDA,7,0
8488,21163,MAGNOLIOPSIDA,32,3
8489,21163,MAMMALIA,48,4
8490,21163,POLYPODIOPSIDA,1,0
8491,21163,REPTILIA,23,0
8492,21165,AMPHIBIA,31,0
8493,21165,AVES,107,2
8494,21165,INSECTA,2,1
8495,21165,LILIOPSIDA,7,0
8496,21165,MAGNOLIOPSIDA,36,3
8497,21165,MAMMALIA,53,5
8498,21165,POLYPODIOPSIDA,1,0
8499,21165,REPTILIA,20,0
8500,21167,AMPHIBIA,29,0
8501,21167,AVES,111,2
8502,21167,INSECTA,2,1
8503,21167,LILIOPSIDA,6,0
8504,21167,MAGNOLIOPSIDA,30,2
8505,21167,MAMMALIA,50,5
8506,21167,POLYPODIOPSIDA,1,0
8507,21167,REPTILIA,19,0
8508,21169,AMPHIBIA,27,0
8509,21169,AVES,110,3
8510,21169,INSECTA,2,1
8511,21169,LILIOPSIDA,6,0
8512,21169,MAGNOLIOPSIDA,34,3
8513,21169,MAMMALIA,49,5
8514,21169,POLYPODIOPSIDA,1,0
8515,21169,REPTILIA,22,0
8516,21171,AMPHIBIA,30,0
8517,21171,AVES,110,3
8518,21171,INSECTA,2,1
8519,21171,LILIOPSIDA,6,0
8520,21171,MAGNOLIOPSIDA,35,3
8521,21171,MAMMALIA,50,5
8522,21171,POLYPODIOPSIDA,1,0
8523,21171,REPTILIA,21,0
8524,21173,AMPHIBIA,28,0
8525,21173,AVES,108,2
8526,21173,INSECTA,2,1
8527,21173,LILIOPSIDA,8,0
8528,21173,MAGNOLIOPSIDA,31,3
8529,21173,MAMMALIA,52,5
8530,21173,POLYPODIOPSIDA,1,0
8531,21173,REPTILIA,18,0
8532,21175,AMPHIBIA,30,0
8533,21175,AVES,107,2
8534,21175,INSECTA,2,1
8535,21175,LILIOPSIDA,5,0
8536,21175,MAGNOLIOPSIDA,35,3
8537,21175,MAMMALIA,54,5
8538,21175,POLYPODIOPSIDA,1,0
8539,21175,REPTILIA,19,0
8540,21177,AMPHIBIA,33,0
8541,21177,AVES,111,3
8542,21177,INSECTA,2,1
8543,21177,LILIOPSIDA,8,0
8544,21177,MAGNOLIOPSIDA,32,2
8545,21177,MAMMALIA,49,4
8546,21177,POLYPODIOPSIDA,1,0
8547,21177,REPTILIA,22,0
8548,21179,AMPHIBIA,29,0
8549,21179,AVES,113,3
8550,21179,INSECTA,2,1
8551,21179,LILIOPSIDA,7,0
8552,21179,MAGNOLIOPSIDA,36,3
8553,21179,MAMMALIA,49,4
8554,21179,POLYPODIOPSIDA,1,0
8555,21179,REPTILIA,24,0
8556,21181,AMPHIBIA,28,0
8557,21181,AVES,110,2
8558,21181,INSECTA,2,1
8559,21181,LILIOPSIDA,7,0
8560,21181,MAGNOLIOPSIDA,29,2
8561,21181,MAMMALIA,53,5
8562,21181,POLYPODIOPSIDA,1,0
8563,21181,REPTILIA,14,0
8564,21183,AMPHIBIA,33,0
8565,21183,AVES,112,3
8566,21183,INSECTA,2,1
8567,21183,LILIOPSIDA,7,0
8568,21183,MAGNOLIOPSIDA,34,3
8569,21183,MAMMALIA,50,4
8570,21183,POLYPODIOPSIDA,1,0
8571,21183,REPTILIA,23,0
8572,21185,AMPHIBIA,35,0
8573,21185,AVES,114,3
8574,21185,INSECTA,2,1
8575,21185,LILIOPSIDA,6,0
8576,21185,MAGNOLIOPSIDA,32,3
8577,21185,MAMMALIA,49,4
8578,21185,POLYPODIOPSIDA,1,0
8579,21185,REPTILIA,20,0
8580,21187,AMPHIBIA,25,0
8581,21187,AVES,112,2
8582,21187,INSECTA,2,1
8583,21187,LILIOPSIDA,6,0
8584,21187,MAGNOLIOPSIDA,31,2
8585,21187,MAMMALIA,51,4
8586,21187,POLYPODIOPSIDA,1,0
8587,21187,REPTILIA,14,0
8588,21189,AMPHIBIA,28,0
8589,21189,AVES,107,2
8590,21189,INSECTA,2,1
8591,21189,LILIOPSIDA,7,0
8592,21189,MAGNOLIOPSIDA,35,3
8593,21189,MAMMALIA,57,5
8594,21189,POLYPODIOPSIDA,1,0
8595,21189,REPTILIA,19,0
8596,21191,AMPHIBIA,27,0
8597,21191,AVES,110,2
8598,21191,INSECTA,2,1
8599,21191,LILIOPSIDA,7,0
8600,21191,MAGNOLIOPSIDA,31,2
8601,21191,MAMMALIA,52,4
8602,21191,POLYPODIOPSIDA,1,0
8603,21191,REPTILIA,13,0
8604,21193,AMPHIBIA,32,0
8605,21193,AVES,105,2
8606,21193,INSECTA,2,1
8607,21193,LILIOPSIDA,7,0
8608,21193,MAGNOLIOPSIDA,35,3
8609,21193,MAMMALIA,60,5
8610,21193,POLYPODIOPSIDA,1,0
8611,21193,REPTILIA,17,0
8612,21195,AMPHIBIA,30,0
8613,21195,AVES,107,2
8614,21195,INSECTA,2,1
8615,21195,LILIOPSIDA,7,0
8616,21195,MAGNOLIOPSIDA,35,3
8617,21195,MAMMALIA,61,5
8618,21195,POLYPODIOPSIDA,1,0
8619,21195,REPTILIA,17,0
8620,21197,AMPHIBIA,30,0
8621,21197,AVES,107,2
8622,21197,INSECTA,2,1
8623,21197,LILIOPSIDA,8,0
8624,21197,MAGNOLIOPSIDA,37,3
8625,21197,MAMMALIA,54,5
8626,21197,POLYPODIOPSIDA,1,0
8627,21197,REPTILIA,19,0
8628,21199,AMPHIBIA,32,0
8629,21199,AVES,108,3
8630,21199,INSECTA,2,1
8631,21199,LILIOPSIDA,11,0
8632,21199,MAGNOLIOPSIDA,37,3
8633,21199,MAMMALIA,55,5
8634,21199,POLYPODIOPSIDA,1,0
8635,21199,REPTILIA,22,0
8636,21201,AMPHIBIA,26,0
8637,21201,AVES,109,2
8638,21201,INSECTA,2,1
8639,21201,LILIOPSIDA,7,0
8640,21201,MAGNOLIOPSIDA,29,2
8641,21201,MAMMALIA,50,4
8642,21201,POLYPODIOPSIDA,1,0
8643,21201,REPTILIA,12,0
8644,21203,AMPHIBIA,33,0
8645,21203,AVES,107,2
8646,21203,INSECTA,2,1
8647,21203,LILIOPSIDA,10,0
8648,21203,MAGNOLIOPSIDA,35,3
8649,21203,MAMMALIA,55,5
8650,21203,POLYPODIOPSIDA,1,0
8651,21203,REPTILIA,19,0
8652,21205,AMPHIBIA,32,0
