,US_County_FIPS,_class,n_species,n_red
2290,13223,AVES,49,2
2291,13223,MAMMALIA,1,0
2292,13225,ACTINOPTERYGII,7,2
2293,13225,AVES,53,2
2294,13225,CEPHALASPIDOMORPHI,1,0
2295,13225,MAMMALIA,1,0
2296,13227,ACTINOPTERYGII,2,1
2297,13227,AVES,48,2
2298,13227,MAMMALIA,1,0
2299,13229,ACTINOPTERYGII,8,3
2300,13229,AVES,62,2
2301,13229,MAMMALIA,1,0
2302,13231,ACTINOPTERYGII,2,0
2303,13231,AVES,51,2
2304,13231,MAMMALIA,1,0
2305,13233,ACTINOPTERYGII,2,0
2306,13233,AVES,49,2
2307,13233,MAMMALIA,1,0
2308,13235,ACTINOPTERYGII,8,4
2309,13235,AVES,53,2
2310,13235,CEPHALASPIDOMORPHI,1,0
2311,13235,MAMMALIA,1,0
2312,13237,ACTINOPTERYGII,4,2
2313,13237,AVES,51,2
2314,13237,MAMMALIA,1,0
2315,13239,ACTINOPTERYGII,7,2
2316,13239,AVES,51,1
2317,13239,GASTROPODA,1,0
2318,13239,MAMMALIA,1,0
2319,13241,ACTINOPTERYGII,4,2
2320,13241,AVES,48,1
2321,13241,MAMMALIA,1,0
2322,13243,ACTINOPTERYGII,7,2
2323,13243,AVES,53,1
2324,13243,MAMMALIA,1,0
2325,13245,ACTINOPTERYGII,12,5
2326,13245,AVES,52,1
2327,13245,MAMMALIA,1,0
2328,13247,ACTINOPTERYGII,4,1
2329,13247,AVES,50,2
2330,13247,MAMMALIA,1,0
2331,13249,ACTINOPTERYGII,6,2
2332,13249,AVES,52,2
2333,13249,MAMMALIA,1,0
2334,13251,ACTINOPTERYGII,15,5
2335,13251,AVES,57,1
2336,13251,CEPHALASPIDOMORPHI,1,0
2337,13251,MAMMALIA,1,0
2338,13253,ACTINOPTERYGII,10,2
2339,13253,AVES,63,1
2340,13253,GASTROPODA,3,0
2341,13253,MAMMALIA,1,0
2342,13253,REPTILIA,1,1
2343,13255,ACTINOPTERYGII,5,1
2344,13255,AVES,52,2
2345,13255,MAMMALIA,1,0
2346,13257,ACTINOPTERYGII,5,2
2347,13257,AVES,48,1
2348,13257,MAMMALIA,1,0
2349,13259,ACTINOPTERYGII,7,2
2350,13259,AVES,51,2
2351,13259,GASTROPODA,1,0
2352,13259,MAMMALIA,1,0
2353,13261,ACTINOPTERYGII,6,2
2354,13261,AVES,53,2
2355,13261,MAMMALIA,1,0
2356,13263,ACTINOPTERYGII,5,1
2357,13263,AVES,51,2
2358,13263,MAMMALIA,1,0
2359,13265,ACTINOPTERYGII,8,4
2360,13265,AVES,50,1
2361,13265,MAMMALIA,1,0
2362,13267,ACTINOPTERYGII,12,5
2363,13267,AVES,60,1
2364,13267,CEPHALASPIDOMORPHI,1,0
2365,13267,MAMMALIA,1,0
2366,13269,ACTINOPTERYGII,5,1
2367,13269,AVES,51,2
2368,13269,MAMMALIA,1,0
2369,13271,ACTINOPTERYGII,8,5
2370,13271,AVES,53,2
2371,13271,CEPHALASPIDOMORPHI,1,0
2372,13271,MAMMALIA,1,0
2373,13273,ACTINOPTERYGII,7,2
2374,13273,AVES,53,2
2375,13273,MAMMALIA,1,0
2376,13275,ACTINOPTERYGII,25,2
2377,13275,AVES,62,2
2378,13275,GASTROPODA,5,0
2379,13275,MAMMALIA,1,0
2380,13277,ACTINOPTERYGII,6,1
2381,13277,AVES,53,2
2382,13277,MAMMALIA,1,0
2383,13279,ACTINOPTERYGII,11,5
2384,13279,AVES,55,2
2385,13279,CEPHALASPIDOMORPHI,1,0
2386,13279,MAMMALIA,1,0
2387,13281,ACTINOPTERYGII,4,2
2388,13281,AVES,48,2
2389,13281,MAMMALIA,1,0
2390,13283,ACTINOPTERYGII,8,5
2391,13283,AVES,53,2
2392,13283,MAMMALIA,1,0
2393,13285,ACTINOPTERYGII,3,0
2394,13285,AVES,51,2
2395,13285,GASTROPODA,1,0
2396,13285,MAMMALIA,1,0
2397,13287,ACTINOPTERYGII,6,2
2398,13287,AVES,53,2
2399,13287,MAMMALIA,1,0
2400,13289,ACTINOPTERYGII,9,5
2401,13289,AVES,52,2
2402,13289,CEPHALASPIDOMORPHI,1,0
2403,13289,MAMMALIA,1,0
2404,13291,ACTINOPTERYGII,3,1
2405,13291,AVES,48,2
2406,13291,MAMMALIA,1,0
2407,13293,ACTINOPTERYGII,7,2
2408,13293,AVES,51,2
2409,13293,CEPHALASPIDOMORPHI,1,0
2410,13293,MAMMALIA,1,0
2411,13295,ACTINOPTERYGII,3,1
2412,13295,AVES,47,2
2413,13295,MAMMALIA,1,0
2414,13297,ACTINOPTERYGII,5,2
2415,13297,AVES,50,2
2416,13297,MAMMALIA,1,0
2417,13299,ACTINOPTERYGII,10,4
2418,13299,AVES,60,2
2419,13299,MAMMALIA,1,0
2420,13301,ACTINOPTERYGII,8,3
2421,13301,AVES,51,1
2422,13301,MAMMALIA,1,0
2423,13303,ACTINOPTERYGII,8,5
2424,13303,AVES,52,2
2425,13303,MAMMALIA,1,0
2426,13305,ACTINOPTERYGII,14,5
2427,13305,AVES,68,2
2428,13305,CEPHALASPIDOMORPHI,1,0
2429,13305,MAMMALIA,1,0
2430,13307,ACTINOPTERYGII,7,2
2431,13307,AVES,52,2
2432,13307,MAMMALIA,1,0
2433,13309,ACTINOPTERYGII,8,5
2434,13309,AVES,53,2
2435,13309,CEPHALASPIDOMORPHI,1,0
2436,13309,MAMMALIA,1,0
2437,13311,ACTINOPTERYGII,3,2
2438,13311,AVES,49,2
2439,13311,MAMMALIA,1,0
2440,13313,ACTINOPTERYGII,2,1
2441,13313,AVES,47,2
2442,13313,MAMMALIA,1,0
2443,13315,ACTINOPTERYGII,10,4
2444,13315,AVES,53,2
2445,13315,CEPHALASPIDOMORPHI,1,0
2446,13315,MAMMALIA,1,0
2447,13317,ACTINOPTERYGII,4,1
2448,13317,AVES,50,1
2449,13317,CEPHALASPIDOMORPHI,1,0
2450,13317,MAMMALIA,1,0
2451,13319,ACTINOPTERYGII,5,3
2452,13319,AVES,52,2
2453,13319,MAMMALIA,1,0
2454,13321,ACTINOPTERYGII,8,2
2455,13321,AVES,53,2
2456,13321,MAMMALIA,1,0
2457,15001,ACTINOPTERYGII,175,5
2458,15001,ANTHOZOA,57,6
2459,15001,AVES,29,3
2460,15001,CHONDRICHTHYES,52,29
2461,15001,GASTROPODA,40,0
2462,15001,LILIOPSIDA,1,0
2463,15001,MALACOSTRACA,14,0
2464,15001,MAMMALIA,26,5
2465,15001,MYXINI,1,0
2466,15001,REPTILIA,5,4
2467,15003,ACTINOPTERYGII,185,6
2468,15003,ANTHOZOA,63,9
2469,15003,AVES,46,4
2470,15003,CHONDRICHTHYES,55,30
2471,15003,GASTROPODA,40,0
2472,15003,LILIOPSIDA,2,1
2473,15003,MALACOSTRACA,14,0
2474,15003,MAMMALIA,27,5
2475,15003,MYXINI,1,0
2476,15003,REPTILIA,6,4
2477,15005,ACTINOPTERYGII,174,5
2478,15005,ANTHOZOA,58,8
2479,15005,AVES,21,2
2480,15005,CHONDRICHTHYES,43,21
2481,15005,GASTROPODA,40,0
2482,15005,LILIOPSIDA,2,1
2483,15005,MALACOSTRACA,14,0
2484,15005,MAMMALIA,26,5
2485,15005,MYXINI,1,0
2486,15005,REPTILIA,5,4
2487,15007,ACTINOPTERYGII,167,6
2488,15007,ANTHOZOA,54,6
2489,15007,AVES,30,3
2490,15007,CHONDRICHTHYES,48,27
2491,15007,GASTROPODA,41,0
2492,15007,LILIOPSIDA,2,1
2493,15007,MALACOSTRACA,15,0
2494,15007,MAMMALIA,26,5
2495,15007,MYXINI,1,0
2496,15007,REPTILIA,6,4
2497,15009,ACTINOPTERYGII,178,6
2498,15009,ANTHOZOA,58,8
2499,15009,AVES,35,3
2500,15009,CHONDRICHTHYES,52,29
2501,15009,GASTROPODA,40,0
2502,15009,LILIOPSIDA,2,1
2503,15009,MALACOSTRACA,14,0
2504,15009,MAMMALIA,26,5
2505,15009,MYXINI,1,0
2506,15009,REPTILIA,5,4
2507,16001,ACTINOPTERYGII,2,2
2508,16001,AVES,53,1
2509,16001,MAMMALIA,1,0
2510,16003,ACTINOPTERYGII,4,2
2511,16003,AVES,50,1
2512,16003,MAMMALIA,1,0
2513,16005,AVES,52,1
2514,16005,MAMMALIA,1,0
2515,16007,AVES,52,1
2516,16007,MAMMALIA,1,0
2517,16009,ACTINOPTERYGII,2,2
2518,16009,AVES,49,0
2519,16009,MAMMALIA,1,0
2520,16011,AVES,55,1
2521,16011,MAMMALIA,1,0
2522,16013,ACTINOPTERYGII,2,1
2523,16013,AVES,54,1
2524,16013,MAMMALIA,1,0
2525,16015,ACTINOPTERYGII,2,1
2526,16015,AVES,51,1
2527,16015,MAMMALIA,1,0
2528,16017,ACTINOPTERYGII,5,2
2529,16017,AVES,50,0
2530,16017,MALACOSTRACA,1,0
2531,16017,MAMMALIA,1,0
2532,16019,AVES,55,1
2533,16019,MAMMALIA,1,0
2534,16021,ACTINOPTERYGII,4,2
2535,16021,AVES,50,0
2536,16021,MALACOSTRACA,1,0
2537,16021,MAMMALIA,1,0
2538,16023,ACTINOPTERYGII,1,1
2539,16023,AVES,55,1
2540,16023,MAMMALIA,1,0
2541,16025,ACTINOPTERYGII,2,1
2542,16025,AVES,53,1
2543,16025,MAMMALIA,1,0
2544,16027,ACTINOPTERYGII,3,2
2545,16027,AVES,52,1
2546,16027,MAMMALIA,1,0
2547,16029,AVES,53,1
2548,16029,MAMMALIA,1,0
2549,16031,ACTINOPTERYGII,1,1
2550,16031,AVES,54,1
2551,16031,MAMMALIA,1,0
2552,16033,ACTINOPTERYGII,1,1
2553,16033,AVES,52,0
2554,16033,MAMMALIA,1,0
2555,16035,ACTINOPTERYGII,1,1
2556,16035,AVES,47,0
2557,16035,MAMMALIA,1,0
2558,16037,ACTINOPTERYGII,2,1
2559,16037,AVES,55,1
2560,16037,MAMMALIA,1,0
2561,16039,ACTINOPTERYGII,3,2
2562,16039,AVES,54,1
2563,16039,MAMMALIA,1,0
2564,16041,AVES,50,1
2565,16041,MAMMALIA,1,0
2566,16043,AVES,54,1
2567,16043,MAMMALIA,1,0
2568,16045,ACTINOPTERYGII,2,1
2569,16045,AVES,52,1
2570,16045,MAMMALIA,1,0
2571,16047,ACTINOPTERYGII,1,1
2572,16047,AVES,55,1
2573,16047,MAMMALIA,1,0
2574,16049,ACTINOPTERYGII,4,2
2575,16049,AVES,50,1
2576,16049,MAMMALIA,1,0
2577,16051,AVES,54,1
2578,16051,MAMMALIA,1,0
2579,16053,ACTINOPTERYGII,1,1
2580,16053,AVES,56,1
2581,16053,MAMMALIA,1,0
2582,16055,ACTINOPTERYGII,2,1
2583,16055,AVES,51,0
2584,16055,MALACOSTRACA,1,0
2585,16055,MAMMALIA,1,0
2586,16057,ACTINOPTERYGII,2,2
2587,16057,AVES,48,0
2588,16057,MAMMALIA,1,0
2589,16059,ACTINOPTERYGII,2,1
2590,16059,AVES,51,0
2591,16059,MAMMALIA,1,0
2592,16061,ACTINOPTERYGII,1,1
2593,16061,AVES,47,0
2594,16061,MAMMALIA,1,0
2595,16063,ACTINOPTERYGII,1,1
2596,16063,AVES,56,1
2597,16063,MAMMALIA,1,0
2598,16065,AVES,50,1
2599,16065,MAMMALIA,1,0
2600,16067,ACTINOPTERYGII,1,1
2601,16067,AVES,55,1
2602,16067,MAMMALIA,1,0
2603,16069,ACTINOPTERYGII,4,2
2604,16069,AVES,50,1
2605,16069,MAMMALIA,1,0
2606,16071,AVES,50,1
2607,16071,MAMMALIA,1,0
2608,16073,ACTINOPTERYGII,2,2
2609,16073,AVES,54,1
2610,16073,MAMMALIA,1,0
2611,16075,ACTINOPTERYGII,4,2
2612,16075,AVES,52,1
2613,16075,MAMMALIA,1,0
2614,16077,AVES,54,1
2615,16077,MAMMALIA,1,0
2616,16079,ACTINOPTERYGII,1,1
2617,16079,AVES,49,0
2618,16079,MALACOSTRACA,1,0
2619,16079,MAMMALIA,1,0
2620,16081,AVES,50,1
2621,16081,MAMMALIA,1,0
2622,16083,ACTINOPTERYGII,2,2
2623,16083,AVES,55,1
2624,16083,MAMMALIA,1,0
2625,16085,ACTINOPTERYGII,2,1
2626,16085,AVES,50,1
2627,16085,MAMMALIA,1,0
2628,16087,ACTINOPTERYGII,4,2
2629,16087,AVES,54,1
2630,16087,MAMMALIA,1,0
2631,17001,AVES,56,1
2632,17001,MAMMALIA,1,0
2633,17003,ACTINOPTERYGII,4,1
2634,17003,AVES,58,1
2635,17003,MAMMALIA,1,0
2636,17005,ACTINOPTERYGII,2,1
2637,17005,AVES,54,1
2638,17005,MAMMALIA,1,0
2639,17007,ACTINOPTERYGII,1,0
2640,17007,AVES,53,2
2641,17007,MAMMALIA,1,0
2642,17009,AVES,55,1
2643,17009,MAMMALIA,1,0
2644,17011,ACTINOPTERYGII,1,0
2645,17011,AVES,56,2
2646,17011,MAMMALIA,1,0
2647,17013,ACTINOPTERYGII,1,0
2648,17013,AVES,57,1
2649,17013,MAMMALIA,1,0
2650,17015,AVES,54,2
2651,17015,MAMMALIA,1,0
2652,17017,ACTINOPTERYGII,1,0
2653,17017,AVES,55,1
2654,17017,MAMMALIA,1,0
2655,17019,ACTINOPTERYGII,1,1
2656,17019,AVES,56,2
2657,17019,MAMMALIA,1,0
2658,17021,ACTINOPTERYGII,2,1
2659,17021,AVES,54,1
2660,17021,MAMMALIA,1,0
2661,17023,ACTINOPTERYGII,1,1
2662,17023,AVES,56,2
2663,17023,MAMMALIA,1,0
2664,17025,ACTINOPTERYGII,1,1
2665,17025,AVES,55,1
2666,17025,MAMMALIA,1,0
2667,17027,ACTINOPTERYGII,2,1
2668,17027,AVES,55,1
2669,17027,MAMMALIA,1,0
2670,17029,ACTINOPTERYGII,1,1
2671,17029,AVES,56,2
2672,17029,MAMMALIA,1,0
2673,17031,ACTINOPTERYGII,4,0
2674,17031,AVES,61,2
2675,17031,CEPHALASPIDOMORPHI,1,0
2676,17031,MAMMALIA,1,0
2677,17033,ACTINOPTERYGII,1,1
2678,17033,AVES,56,2
2679,17033,MAMMALIA,1,0
2680,17035,ACTINOPTERYGII,1,1
2681,17035,AVES,56,2
2682,17035,MAMMALIA,1,0
2683,17037,ACTINOPTERYGII,1,0
2684,17037,AVES,53,2
2685,17037,MAMMALIA,1,0
2686,17039,ACTINOPTERYGII,1,0
2687,17039,AVES,55,2
2688,17039,MAMMALIA,1,0
2689,17041,ACTINOPTERYGII,1,1
2690,17041,AVES,56,2
2691,17041,MAMMALIA,1,0
2692,17043,ACTINOPTERYGII,2,0
2693,17043,AVES,54,2
2694,17043,MAMMALIA,1,0
2695,17045,ACTINOPTERYGII,1,1
2696,17045,AVES,56,2
2697,17045,MAMMALIA,1,0
2698,17047,ACTINOPTERYGII,1,1
2699,17047,AVES,55,1
2700,17047,MAMMALIA,1,0
2701,17049,ACTINOPTERYGII,2,1
2702,17049,AVES,55,1
2703,17049,MAMMALIA,1,0
2704,17051,ACTINOPTERYGII,2,1
2705,17051,AVES,54,1
2706,17051,MAMMALIA,1,0
2707,17053,ACTINOPTERYGII,4,1
2708,17053,AVES,56,2
2709,17053,MAMMALIA,1,0
2710,17055,ACTINOPTERYGII,3,1
2711,17055,AVES,56,1
2712,17055,MAMMALIA,1,0
2713,17057,AVES,55,1
2714,17057,MAMMALIA,1,0
2715,17059,ACTINOPTERYGII,2,1
2716,17059,AVES,57,1
2717,17059,MAMMALIA,1,0
2718,17061,ACTINOPTERYGII,1,0
2719,17061,AVES,57,1
2720,17061,MAMMALIA,1,0
2721,17063,ACTINOPTERYGII,3,0
2722,17063,AVES,56,2
2723,17063,MAMMALIA,1,0
2724,17065,ACTINOPTERYGII,2,1
2725,17065,AVES,58,1
2726,17065,MAMMALIA,1,0
2727,17067,AVES,56,1
2728,17067,MAMMALIA,1,0
2729,17069,ACTINOPTERYGII,2,1
2730,17069,AVES,57,1
2731,17069,MAMMALIA,1,0
2732,17071,AVES,56,1
2733,17071,MAMMALIA,1,0
2734,17073,AVES,56,1
2735,17073,MAMMALIA,1,0
2736,17075,ACTINOPTERYGII,4,1
2737,17075,AVES,57,2
2738,17075,MAMMALIA,1,0
2739,17077,ACTINOPTERYGII,3,1
2740,17077,AVES,57,1
2741,17077,MAMMALIA,1,0
2742,17079,ACTINOPTERYGII,1,1
2743,17079,AVES,56,2
2744,17079,MAMMALIA,1,0
2745,17081,ACTINOPTERYGII,2,1
2746,17081,AVES,56,1
2747,17081,MAMMALIA,1,0
2748,17083,ACTINOPTERYGII,1,0
2749,17083,AVES,57,1
2750,17083,MAMMALIA,1,0
2751,17085,AVES,53,2
2752,17085,MAMMALIA,1,0
2753,17087,ACTINOPTERYGII,3,1
2754,17087,AVES,57,1
2755,17087,MAMMALIA,1,0
2756,17089,ACTINOPTERYGII,2,0
2757,17089,AVES,54,2
2758,17089,MAMMALIA,1,0
2759,17091,ACTINOPTERYGII,3,0
2760,17091,AVES,57,2
2761,17091,MAMMALIA,1,0
2762,17093,ACTINOPTERYGII,2,0
2763,17093,AVES,54,2
2764,17093,MAMMALIA,1,0
2765,17095,AVES,56,1
2766,17095,MAMMALIA,1,0
2767,17097,ACTINOPTERYGII,4,0
2768,17097,AVES,60,2
2769,17097,CEPHALASPIDOMORPHI,1,0
2770,17097,MAMMALIA,1,0
2771,17099,ACTINOPTERYGII,2,0
2772,17099,AVES,55,2
2773,17099,MAMMALIA,1,0
2774,17101,ACTINOPTERYGII,1,1
2775,17101,AVES,56,2
2776,17101,MAMMALIA,1,0
2777,17103,ACTINOPTERYGII,1,0
2778,17103,AVES,53,2
2779,17103,MAMMALIA,1,0
2780,17105,ACTINOPTERYGII,2,1
2781,17105,AVES,56,2
2782,17105,MAMMALIA,1,0
2783,17107,ACTINOPTERYGII,1,0
2784,17107,AVES,55,1
2785,17107,MAMMALIA,1,0
2786,17109,AVES,55,1
2787,17109,MAMMALIA,1,0
2788,17111,ACTINOPTERYGII,2,0
2789,17111,AVES,54,2
2790,17111,MAMMALIA,1,0
2791,17113,ACTINOPTERYGII,1,0
2792,17113,AVES,56,2
2793,17113,MAMMALIA,1,0
2794,17115,ACTINOPTERYGII,2,1
2795,17115,AVES,54,1
2796,17115,MAMMALIA,1,0
2797,17117,ACTINOPTERYGII,2,1
2798,17117,AVES,56,1
2799,17117,MAMMALIA,1,0
2800,17119,ACTINOPTERYGII,2,1
2801,17119,AVES,57,1
2802,17119,MAMMALIA,1,0
2803,17121,ACTINOPTERYGII,2,1
2804,17121,AVES,54,1
2805,17121,MAMMALIA,1,0
2806,17123,ACTINOPTERYGII,2,0
2807,17123,AVES,56,2
2808,17123,MAMMALIA,1,0
2809,17125,ACTINOPTERYGII,1,0
2810,17125,AVES,56,1
2811,17125,MAMMALIA,1,0
2812,17127,ACTINOPTERYGII,3,1
2813,17127,AVES,58,1
2814,17127,MAMMALIA,1,0
2815,17129,ACTINOPTERYGII,1,0
2816,17129,AVES,55,1
2817,17129,MAMMALIA,1,0
2818,17131,AVES,55,1
2819,17131,MAMMALIA,1,0
2820,17133,ACTINOPTERYGII,2,1
2821,17133,AVES,57,1
2822,17133,MAMMALIA,1,0
2823,17135,ACTINOPTERYGII,2,1
2824,17135,AVES,54,1
2825,17135,MAMMALIA,1,0
2826,17137,ACTINOPTERYGII,1,0
2827,17137,AVES,55,1
2828,17137,MAMMALIA,1,0
2829,17139,ACTINOPTERYGII,2,1
2830,17139,AVES,55,1
2831,17139,MAMMALIA,1,0
2832,17141,AVES,53,2
2833,17141,MAMMALIA,1,0
2834,17143,ACTINOPTERYGII,2,0
2835,17143,AVES,55,1
2836,17143,MAMMALIA,1,0
2837,17145,ACTINOPTERYGII,2,1
2838,17145,AVES,56,1
2839,17145,MAMMALIA,1,0
2840,17147,ACTINOPTERYGII,2,1
2841,17147,AVES,55,2
2842,17147,MAMMALIA,1,0
2843,17149,ACTINOPTERYGII,1,0
2844,17149,AVES,57,1
2845,17149,MAMMALIA,1,0
2846,17151,ACTINOPTERYGII,3,1
2847,17151,AVES,57,1
2848,17151,MAMMALIA,1,0
2849,17153,ACTINOPTERYGII,4,1
2850,17153,AVES,58,1
2851,17153,MAMMALIA,1,0
2852,17155,ACTINOPTERYGII,1,0
2853,17155,AVES,56,2
2854,17155,MAMMALIA,1,0
2855,17157,ACTINOPTERYGII,2,1
2856,17157,AVES,57,1
2857,17157,MAMMALIA,1,0
2858,17159,ACTINOPTERYGII,1,1
2859,17159,AVES,55,1
2860,17159,MAMMALIA,1,0
2861,17161,AVES,54,1
2862,17161,MAMMALIA,1,0
2863,17163,ACTINOPTERYGII,2,1
2864,17163,AVES,57,1
2865,17163,MAMMALIA,1,0
2866,17165,ACTINOPTERYGII,2,1
2867,17165,AVES,57,1
2868,17165,MAMMALIA,1,0
2869,17167,ACTINOPTERYGII,1,0
2870,17167,AVES,55,1
2871,17167,MAMMALIA,1,0
2872,17169,AVES,56,1
2873,17169,MAMMALIA,1,0
2874,17171,ACTINOPTERYGII,1,0
2875,17171,AVES,56,1
2876,17171,MAMMALIA,1,0
2877,17173,ACTINOPTERYGII,2,1
2878,17173,AVES,56,1
2879,17173,MAMMALIA,1,0
2880,17175,ACTINOPTERYGII,1,0
2881,17175,AVES,55,1
2882,17175,MAMMALIA,1,0
2883,17177,AVES,54,2
2884,17177,MAMMALIA,1,0
2885,17179,ACTINOPTERYGII,2,0
2886,17179,AVES,56,1
2887,17179,MAMMALIA,1,0
2888,17181,ACTINOPTERYGII,4,1
2889,17181,AVES,58,1
2890,17181,MAMMALIA,1,0
2891,17183,ACTINOPTERYGII,1,1
2892,17183,AVES,58,2
2893,17183,MAMMALIA,1,0
2894,17185,ACTINOPTERYGII,1,1
2895,17185,AVES,56,2
2896,17185,MAMMALIA,1,0
2897,17187,AVES,56,1
2898,17187,MAMMALIA,1,0
2899,17189,ACTINOPTERYGII,2,1
2900,17189,AVES,55,1
2901,17189,MAMMALIA,1,0
2902,17191,ACTINOPTERYGII,1,1
2903,17191,AVES,56,1
2904,17191,MAMMALIA,1,0
2905,17193,ACTINOPTERYGII,2,1
2906,17193,AVES,58,1
2907,17193,MAMMALIA,1,0
2908,17195,AVES,55,2
2909,17195,MAMMALIA,1,0
2910,17197,ACTINOPTERYGII,3,0
2911,17197,AVES,56,2
2912,17197,MAMMALIA,1,0
2913,17199,ACTINOPTERYGII,3,1
2914,17199,AVES,57,1
2915,17199,MAMMALIA,1,0
2916,17201,ACTINOPTERYGII,1,0
2917,17201,AVES,53,2
2918,17201,MAMMALIA,1,0
2919,17203,ACTINOPTERYGII,2,0
2920,17203,AVES,56,2
2921,17203,MAMMALIA,1,0
2922,18001,ACTINOPTERYGII,1,1
2923,18001,AVES,53,1
2924,18001,MAMMALIA,1,0
2925,18003,ACTINOPTERYGII,2,1
2926,18003,AVES,53,1
2927,18003,MAMMALIA,1,0
2928,18005,AVES,55,2
2929,18005,MAMMALIA,1,0
2930,18007,ACTINOPTERYGII,3,1
2931,18007,AVES,57,2
2932,18007,MAMMALIA,1,0
2933,18009,ACTINOPTERYGII,1,1
2934,18009,AVES,54,1
2935,18009,MAMMALIA,1,0
2936,18011,ACTINOPTERYGII,1,1
2937,18011,AVES,56,2
2938,18011,MAMMALIA,1,0
2939,18013,AVES,55,2
2940,18013,MAMMALIA,1,0
2941,18015,ACTINOPTERYGII,3,1
2942,18015,AVES,56,2
2943,18015,MAMMALIA,1,0
2944,18017,ACTINOPTERYGII,3,1
2945,18017,AVES,55,1
2946,18017,MAMMALIA,1,0
2947,18019,ACTINOPTERYGII,1,1
2948,18019,AVES,54,2
2949,18019,MAMMALIA,1,0
2950,18021,ACTINOPTERYGII,1,1
2951,18021,AVES,56,2
2952,18021,MAMMALIA,1,0
2953,18023,ACTINOPTERYGII,1,1
2954,18023,AVES,56,2
2955,18023,MAMMALIA,1,0
2956,18025,ACTINOPTERYGII,1,1
2957,18025,AVES,54,2
2958,18025,MAMMALIA,1,0
2959,18027,AVES,55,2
2960,18027,MAMMALIA,1,0
2961,18029,ACTINOPTERYGII,2,1
2962,18029,AVES,53,1
2963,18029,MAMMALIA,1,0
2964,18031,ACTINOPTERYGII,2,1
2965,18031,AVES,53,1
2966,18031,MAMMALIA,1,0
2967,18033,ACTINOPTERYGII,1,0
2968,18033,AVES,54,1
2969,18033,MAMMALIA,1,0
2970,18035,ACTINOPTERYGII,1,1
2971,18035,AVES,54,1
2972,18035,MAMMALIA,1,0
2973,18037,ACTINOPTERYGII,1,1
2974,18037,AVES,54,2
2975,18037,MAMMALIA,1,0
2976,18039,ACTINOPTERYGII,2,0
2977,18039,AVES,54,1
2978,18039,MAMMALIA,1,0
2979,18041,AVES,53,1
2980,18041,MAMMALIA,1,0
2981,18043,ACTINOPTERYGII,1,1
2982,18043,AVES,54,2
2983,18043,MAMMALIA,1,0
2984,18045,ACTINOPTERYGII,1,1
2985,18045,AVES,57,2
2986,18045,MAMMALIA,1,0
2987,18047,ACTINOPTERYGII,2,1
2988,18047,AVES,53,1
2989,18047,MAMMALIA,1,0
2990,18049,ACTINOPTERYGII,3,1
2991,18049,AVES,54,1
2992,18049,MAMMALIA,1,0
2993,18051,ACTINOPTERYGII,1,1
2994,18051,AVES,56,2
2995,18051,MAMMALIA,1,0
2996,18053,ACTINOPTERYGII,1,1
2997,18053,AVES,54,1
2998,18053,MAMMALIA,1,0
2999,18055,ACTINOPTERYGII,1,1
3000,18055,AVES,55,2
3001,18055,MAMMALIA,1,0
3002,18057,AVES,56,2
3003,18057,MAMMALIA,1,0
3004,18059,AVES,55,1
3005,18059,MAMMALIA,1,0
3006,18061,ACTINOPTERYGII,1,1
3007,18061,AVES,54,2
3008,18061,MAMMALIA,1,0
3009,18063,ACTINOPTERYGII,1,1
3010,18063,AVES,55,2
3011,18063,MAMMALIA,1,0
3012,18065,AVES,54,1
3013,18065,MAMMALIA,1,0
3014,18067,ACTINOPTERYGII,1,1
3015,18067,AVES,55,1
3016,18067,MAMMALIA,1,0
3017,18069,ACTINOPTERYGII,2,1
3018,18069,AVES,53,1
3019,18069,MAMMALIA,1,0
3020,18071,AVES,54,2
3021,18071,MAMMALIA,1,0
3022,18073,ACTINOPTERYGII,3,1
3023,18073,AVES,56,2
3024,18073,MAMMALIA,1,0
3025,18075,ACTINOPTERYGII,1,1
3026,18075,AVES,54,1
3027,18075,MAMMALIA,1,0
3028,18077,ACTINOPTERYGII,2,1
3029,18077,AVES,54,2
3030,18077,MAMMALIA,1,0
3031,18079,AVES,54,2
3032,18079,MAMMALIA,1,0
3033,18081,AVES,56,2
3034,18081,MAMMALIA,1,0
3035,18083,ACTINOPTERYGII,1,1
3036,18083,AVES,56,2
3037,18083,MAMMALIA,1,0
3038,18085,ACTINOPTERYGII,3,1
3039,18085,AVES,54,1
3040,18085,MAMMALIA,1,0
3041,18087,ACTINOPTERYGII,1,0
3042,18087,AVES,53,1
3043,18087,MAMMALIA,1,0
3044,18089,ACTINOPTERYGII,4,0
3045,18089,AVES,60,2
3046,18089,CEPHALASPIDOMORPHI,1,0
3047,18089,MAMMALIA,1,0
3048,18091,ACTINOPTERYGII,4,0
3049,18091,AVES,60,1
3050,18091,CEPHALASPIDOMORPHI,1,0
3051,18091,MAMMALIA,1,0
3052,18093,AVES,55,2
3053,18093,MAMMALIA,1,0
3054,18095,ACTINOPTERYGII,1,1
3055,18095,AVES,54,1
3056,18095,MAMMALIA,1,0
3057,18097,AVES,56,2
3058,18097,MAMMALIA,1,0
3059,18099,ACTINOPTERYGII,3,1
3060,18099,AVES,54,1
3061,18099,MAMMALIA,1,0
3062,18101,ACTINOPTERYGII,1,1
3063,18101,AVES,55,2
3064,18101,MAMMALIA,1,0
3065,18103,ACTINOPTERYGII,3,1
